index,gene_symbol-0,n_cells-0,n_cells-1,means,dispersions,dispersions_norm
RP11-423O2.5,RP11-423O2.5,17,5,0.00082838186,0.24298066,-0.1394564
RP11-782C8.1,RP11-782C8.1,34,6,0.0015992546,0.29070252,0.003189872
AL590452.1,AL590452.1,162,17,0.007329403,0.32923162,0.1183579
TXNIP,TXNIP,5247,2036,0.38916388,1.0799571,1.4785829
POLR3GL,POLR3GL,3613,552,0.15784097,0.4469303,0.47017312
LIX1L,LIX1L,794,139,0.034775615,0.48022527,0.5696957
PEX11B,PEX11B,867,106,0.037674062,0.25826946,-0.093756385
RNF115,RNF115,1923,232,0.08437662,0.3199897,0.09073274
CD160,CD160,126,79,0.01246437,1.1549331,2.586477
GPR89A,GPR89A,310,44,0.013611968,0.3087464,0.057125147
BCL9,BCL9,36,22,0.0026852945,0.93262386,1.9219686
NBPF20,NBPF20,19,4,0.0009517871,0.22854893,-0.18259455
RP11-403I13.8,RP11-403I13.8,282,56,0.01332443,0.3142906,0.07369746
RP11-277L2.3,RP11-277L2.3,228,92,0.012607937,0.21914378,-0.21070766
FCGR1A,FCGR1A,566,119,0.029050548,0.32169417,0.09582756
HIST2H2AC,HIST2H2AC,675,75,0.029900184,0.27753803,-0.036160346
HIST2H2AB,HIST2H2AB,14,6,0.0008619766,0.27666834,-0.038759954
BOLA1,BOLA1,661,102,0.030680489,1.0175662,2.1758714
OTUD7B,OTUD7B,54,7,0.002483574,0.27086413,-0.05610943
VPS45,VPS45,273,72,0.013911195,0.37637055,0.25926173
ANP32E,ANP32E,1301,204,0.060837857,0.34911585,0.1777942
MRPS21,MRPS21,3543,609,0.16273884,0.38536566,0.28614917
TARS2,TARS2,266,43,0.012003586,0.26595414,-0.07078598
ENSA,ENSA,4701,834,0.221556,0.43005282,0.41972438
GOLPH3L,GOLPH3L,276,56,0.012556467,0.22256336,-0.20048614
CTSS,CTSS,11003,1396,0.72669965,0.9238218,-0.17819007
SETDB1,SETDB1,255,58,0.011462787,0.21836129,-0.21304663
CERS2,CERS2,1117,247,0.054629028,0.35363364,0.19129843
FAM63A,FAM63A,44,32,0.0034285013,0.25474587,-0.1042888
PRUNE,PRUNE,140,32,0.0069898684,0.50514287,0.6441774
C1orf56,C1orf56,303,46,0.013189774,0.2333055,-0.16837661
CDC42SE1,CDC42SE1,3792,587,0.16857941,0.26260713,-0.08079058
MLLT11,MLLT11,219,85,0.016177187,2.1575165,5.5833173
GABPB2,GABPB2,272,70,0.013532681,0.22737643,-0.18609929
SCNM1,SCNM1,2596,334,0.11197562,0.22267699,-0.20014647
VPS72,VPS72,1332,189,0.06142,0.46664122,0.5290914
PI4KB,PI4KB,619,137,0.030227637,0.30308068,0.040189642
PSMB4,PSMB4,3074,485,0.1375087,0.38980135,0.299408
POGZ,POGZ,672,96,0.028181365,0.2517932,-0.11311467
TUFT1,TUFT1,35,7,0.0018781632,0.2725095,-0.051191263
MRPL9,MRPL9,2500,378,0.11419656,0.43246645,0.42693898
OAZ3,OAZ3,17,5,0.00092084304,0.22109306,-0.20488104
RP11-98D18.9,RP11-98D18.9,59,11,0.0030293455,0.79035956,1.4967238
C2CD4D,C2CD4D,24,5,0.0026679137,2.9605384,7.9836445
THEM4,THEM4,925,151,0.04128276,0.44174603,0.45467675
S100A10,S100A10,15368,1727,1.3044248,1.4160947,0.27885
S100A11,S100A11,17025,1421,1.563776,1.5815352,0.443266
S100A9,S100A9,5245,962,0.9176705,3.0429325,2.341787
S100A12,S100A12,1439,149,0.08368381,0.811291,1.5592903
S100A8,S100A8,5101,743,0.9078118,2.6131077,1.8306534
S100A6,S100A6,15596,2109,1.2539294,1.337442,0.15074429
S100A5,S100A5,24,4,0.0010874165,0.27985093,-0.029246818
S100A4,S100A4,9482,2194,1.2137289,1.9186871,1.0974491
CHTOP,CHTOP,3352,274,0.13819827,0.28476945,-0.014544793
SNAPIN,SNAPIN,2413,313,0.10429985,0.5221357,0.6949709
CRTC2,CRTC2,341,86,0.017735036,1.3078434,3.043544
SLC39A1,SLC39A1,1406,169,0.061312575,0.35895562,0.20720644
CREB3L4,CREB3L4,82,29,0.004479455,0.22741461,-0.18598518
RP11-422P24.11,RP11-422P24.11,68,5,0.0027082234,0.22833653,-0.18322945
RPS27,RPS27,26792,2682,2.029529,1.5586516,0.16612639
C1orf43,C1orf43,4901,612,0.21160614,0.29286453,0.009652373
HAX1,HAX1,5089,577,0.22426035,0.4369135,0.4402317
AQP10,AQP10,14,3,0.0007007548,0.22695318,-0.18736444
UBE2Q1,UBE2Q1,554,58,0.02638738,1.6830778,4.165164
ADAR,ADAR,4816,484,0.20524065,0.22238739,-0.20101213
PMVK,PMVK,1369,392,0.073499545,0.4839921,0.58095527
PBXIP1,PBXIP1,2345,433,0.11276189,0.48689204,0.5896235
PYGO2,PYGO2,304,55,0.014204482,0.24610326,-0.1301226
SHC1,SHC1,541,65,0.021975555,0.23501472,-0.16326754
CKS1B,CKS1B,1382,187,0.063017555,0.68223447,1.1735251
FLAD1,FLAD1,1116,143,0.047809377,0.26895198,-0.06182506
EFNA3,EFNA3,41,6,0.0017534256,0.22022831,-0.20746586
SLC50A1,SLC50A1,948,163,0.044655677,0.28834134,-0.0038679691
DPM3,DPM3,707,166,0.03587976,0.24898893,-0.12149699
THBS3,THBS3,24,11,0.0013409808,0.25330088,-0.10860807
FDPS,FDPS,2554,373,0.11424815,0.25898638,-0.09161341
RUSC1,RUSC1,390,65,0.017236458,0.25938028,-0.090436004
ASH1L,ASH1L,2039,154,0.08250969,0.28105965,-0.025633803
MSTO1,MSTO1,96,11,0.004355837,0.2524116,-0.1112662
DAP3,DAP3,2032,468,0.09950715,0.37709534,0.2614282
GON4L,GON4L,941,186,0.04349462,0.24031636,-0.14742032
SYT11,SYT11,197,37,0.009037901,0.62742513,1.0096935
KIAA0907,KIAA0907,824,125,0.037745226,0.3372021,0.1421826
ARHGEF2,ARHGEF2,1070,226,0.049096465,0.31447515,0.07424906
LAMTOR2,LAMTOR2,4429,601,0.19935492,0.40449953,0.34334257
LMNA,LMNA,5336,169,0.3193368,0.9488707,1.1185082
SLC25A44,SLC25A44,256,38,0.011583671,0.2410191,-0.14531974
PMF1,PMF1,1903,365,0.09046461,0.6302345,1.018091
BGLAP,BGLAP,10,6,0.0008027954,0.32034698,0.09180066
APOA1BP,APOA1BP,1836,288,0.08255335,0.44649354,0.4688676
GPATCH4,GPATCH4,875,106,0.046425607,0.8223128,1.5922357
ISG20L2,ISG20L2,818,147,0.03674342,0.23515701,-0.16284221
MRPL24,MRPL24,1616,229,0.07720485,0.3026402,0.038873002
HDGF,HDGF,541,148,0.029105244,1.1332327,2.5216122
PRCC,PRCC,1570,150,0.06772376,0.3079278,0.054678224
SH2D2A,SH2D2A,2553,164,0.11292636,0.6371473,1.0387542
FCRL5,FCRL5,42,32,0.003124946,0.2489288,-0.12167671
FCRL3,FCRL3,183,48,0.0095225675,0.3087167,0.057036422
FCRL2,FCRL2,50,47,0.004559734,0.32764542,0.11361656
FCRL1,FCRL1,22,117,0.0074223336,0.36839312,0.23541625
CD1C,CD1C,41,71,0.00553576,0.38931307,0.29794845
MNDA,MNDA,3518,340,0.21349376,0.5871546,0.88932025
PYHIN1,PYHIN1,1084,160,0.049177498,0.47579798,0.55646205
AIM2,AIM2,2282,61,0.10134779,0.5366985,0.73850095
FCER1A,FCER1A,124,55,0.015196541,1.4480419,3.4626138
FCRL6,FCRL6,94,95,0.008554758,0.47123745,0.5428301
C1orf204,C1orf204,7,3,0.00037425454,0.46733898,0.5311771
TAGLN2,TAGLN2,6825,1371,0.36622593,0.58530533,0.11984897
DCAF8,DCAF8,781,139,0.036541816,0.6535022,1.087641
PEX19,PEX19,628,112,0.029647382,0.66268456,1.1150881
SLAMF1,SLAMF1,613,88,0.032030147,0.47705653,0.560224
RP11-404F10.2,RP11-404F10.2,13,5,0.00089345843,0.22947891,-0.17981473
CD48,CD48,11403,1873,0.66406864,0.8351476,0.017277377
SLAMF7,SLAMF7,3626,76,0.20580214,0.59120256,0.90142
LY9,LY9,1162,253,0.06368351,0.73319167,1.3258421
CD244,CD244,183,96,0.010852497,0.34777775,0.17379448
TSTD1,TSTD1,3345,606,0.15577026,0.4002219,0.33055627
ARHGAP30,ARHGAP30,2333,438,0.10632731,0.2721398,-0.052296333
PFDN2,PFDN2,4514,525,0.20476636,0.63052726,1.0189662
NIT1,NIT1,1089,126,0.043725483,0.25913367,-0.091173165
DEDD,DEDD,601,82,0.02603081,0.5778519,0.86151326
USP21,USP21,54,27,0.0033693118,0.22913495,-0.18084288
B4GALT3,B4GALT3,1064,173,0.049342673,0.2733904,-0.048558068
NDUFS2,NDUFS2,3596,459,0.1534804,0.38558885,0.28681633
FCER1G,FCER1G,10054,964,1.2881956,1.7004193,0.74194473
FCGR2A,FCGR2A,1779,226,0.08246561,0.52379566,0.6999328
HSPA6,HSPA6,354,52,0.033385117,2.8634853,7.6935415
FCGR3A,FCGR3A,4661,497,0.47507378,1.645125,1.2648869
FCGR2B,FCGR2B,396,77,0.020095354,0.22063023,-0.2062645
FCGR3B,FCGR3B,160,13,0.009724125,0.7005234,1.2281928
FCRLA,FCRLA,300,117,0.022251213,1.2021449,2.7275987
FCRLB,FCRLB,62,23,0.0035356956,0.23047951,-0.17682382
DUSP12,DUSP12,987,125,0.042204358,0.41738927,0.38187152
ATF6,ATF6,750,106,0.033015028,0.33945617,0.14892028
SH2D1B,SH2D1B,493,64,0.023734236,0.7309711,1.3192047
UHMK1,UHMK1,1269,110,0.05222553,0.30924475,0.058614787
UAP1,UAP1,1161,99,0.0472255,0.2310609,-0.17508596
HSD17B7,HSD17B7,922,97,0.03940677,0.3353216,0.13656159
RP11-267N12.3,RP11-267N12.3,25,10,0.0015243784,0.3714281,0.24448816
NUF2,NUF2,66,7,0.0027596469,0.3020816,0.037203323
MGST3,MGST3,3627,580,0.16011535,0.23786458,-0.15474896
ALDH9A1,ALDH9A1,1489,288,0.06826993,0.2834432,-0.01850906
TMCO1,TMCO1,4981,469,0.2076443,0.41112366,0.36314288
UCK2,UCK2,143,30,0.007284937,0.32132322,0.09471875
POGK,POGK,289,50,0.0133176,0.2305705,-0.17655186
TADA1,TADA1,133,31,0.0058859824,0.25024787,-0.11773387
CD247,CD247,4092,721,0.21394455,0.9599285,2.0035853
CREG1,CREG1,3081,188,0.14133257,0.26586068,-0.07106534
RCSD1,RCSD1,1125,583,0.07074442,0.3574748,0.20278011
MPC2,MPC2,2824,427,0.12681875,1.147666,2.564755
TIPRL,TIPRL,2922,167,0.117814854,0.24334952,-0.13835384
XCL2,XCL2,441,138,0.041092448,1.8591213,4.6913786
XCL1,XCL1,238,86,0.027375054,1.7205086,4.277049
NME7,NME7,853,34,0.034493703,0.3582546,0.20511104
BLZF1,BLZF1,2080,53,0.08436683,0.30333877,0.040961098
SLC19A2,SLC19A2,29,4,0.0011916431,0.39380443,0.31137365
F5,F5,96,18,0.0056749,0.42795464,0.41345268
SELL,SELL,10004,1264,0.6446259,1.2733663,0.69226635
METTL18,METTL18,842,108,0.036580257,0.24676366,-0.12814857
SCYL3,SCYL3,279,61,0.013540714,0.38747063,0.2924412
KIFAP3,KIFAP3,481,44,0.021418897,0.3928437,0.3085019
FMO4,FMO4,41,11,0.0018350045,0.2791538,-0.031330638
PRRC2C,PRRC2C,4248,519,0.18808651,0.26045,-0.087238476
VAMP4,VAMP4,1133,87,0.04655465,0.37007195,0.24043445
METTL13,METTL13,749,75,0.031154096,0.24671383,-0.12829752
PIGC,PIGC,1646,288,0.07325741,0.29433894,0.01405956
FASLG,FASLG,1277,38,0.052363604,0.78640085,1.4848907
TNFSF4,TNFSF4,119,12,0.005212197,0.25531405,-0.10259044
KLHL20,KLHL20,503,91,0.022341443,0.295917,0.018776577
CENPL,CENPL,203,29,0.008710482,0.23250028,-0.17078349
ZBTB37,ZBTB37,104,25,0.0048588775,0.21696453,-0.2172217
RABGAP1L,RABGAP1L,4687,256,0.23838286,0.47753924,-0.17616823
CACYBP,CACYBP,7374,522,0.37757614,1.0924802,1.5129818
MRPS14,MRPS14,2261,194,0.09380949,0.26391587,-0.07687861
KIAA0040,KIAA0040,1585,167,0.071402244,0.4476366,0.47228438
RALGPS2,RALGPS2,297,90,0.015554758,0.27411807,-0.046383027
RP11-533E19.7,RP11-533E19.7,70,20,0.0035947715,0.27263808,-0.05080687
TOR1AIP1,TOR1AIP1,1600,158,0.06808774,0.33729213,0.14245173
QSOX1,QSOX1,1513,97,0.06320798,0.4582706,0.5040707
ACBD6,ACBD6,492,175,0.02732122,0.37273633,0.24839863
GLUL,GLUL,5322,328,0.3192901,0.765765,0.6155445
RGS16,RGS16,216,16,0.012739347,0.8229167,1.5940409
DHX9,DHX9,1441,179,0.06379441,0.73104364,1.3194215
NCF2,NCF2,3640,468,0.18393305,0.5330331,0.7275445
COLGALT2,COLGALT2,65,6,0.0035530012,1.045916,2.260612
TSEN15,TSEN15,1101,177,0.051996138,0.3695317,0.23881957
C1orf21,C1orf21,1613,88,0.059693925,0.6044774,0.94110006
FAM129A,FAM129A,920,62,0.037392482,0.3245368,0.10432453
TRMT1L,TRMT1L,654,50,0.026841199,0.23824756,-0.15360421
IVNS1ABP,IVNS1ABP,2252,178,0.092950955,0.3840028,0.28207543
TPR,TPR,3320,425,0.15052614,0.40035844,0.33096436
C1orf27,C1orf27,567,45,0.024041856,0.27955922,-0.030118758
RGS18,RGS18,300,89,0.019220676,0.96121216,2.0074224
RGS1,RGS1,4673,280,0.27416912,1.393249,2.3391485
RGS2,RGS2,4002,745,0.2611221,1.1245685,1.6011235
UCHL5,UCHL5,694,118,0.031747557,0.30189407,0.036642727
TROVE2,TROVE2,2159,221,0.09245071,0.29778546,0.024361614
GLRX2,GLRX2,905,75,0.035208225,0.3238259,0.10219955
ZBTB41,ZBTB41,97,12,0.0037077754,0.23100185,-0.17526248
ZNF281,ZNF281,1483,77,0.05856133,0.49039802,0.6001033
TMEM9,TMEM9,408,88,0.01966777,0.2942989,0.013939833
CSRP1,CSRP1,250,188,0.01880341,2.00903,5.139474
RPS10P7,RPS10P7,14,8,0.00092211197,0.28689975,-0.008177076
IPO9-AS1,IPO9-AS1,25,6,0.0013240657,0.602154,0.93415517
TIMM17A,TIMM17A,2498,202,0.10869002,0.2966513,0.020971484
PTPN7,PTPN7,1157,252,0.058128104,1.3046353,3.0339544
KDM5B,KDM5B,333,32,0.014580447,0.42698443,0.4105526
RABIF,RABIF,2351,156,0.0935373,0.34702066,0.17153142
CYB5R1,CYB5R1,719,132,0.03162539,0.2770437,-0.03763796
RP11-134P9.3,RP11-134P9.3,94,20,0.004597586,0.28311408,-0.01949289
ATP2B4,ATP2B4,389,88,0.01870458,0.2878971,-0.005195835
LAX1,LAX1,334,31,0.014739103,0.4659031,0.5268851
ZC3H11A,ZC3H11A,879,119,0.03872058,0.29338607,0.01121132
ZBED6,ZBED6,210,32,0.009058534,0.21692154,-0.2173502
SNRPE,SNRPE,3465,426,0.16119425,0.38043058,0.27139762
SOX13,SOX13,7,3,0.0006025176,1.1006159,2.4241166
PIK3C2B,PIK3C2B,27,17,0.0019958364,0.32410482,0.103033274
MDM4,MDM4,617,189,0.03056104,0.4982273,0.62350595
TMEM81,TMEM81,8,4,0.0006035171,0.24655555,-0.12877063
DSTYK,DSTYK,284,70,0.012996884,0.2464759,-0.12900871
NUAK2,NUAK2,426,59,0.018807784,0.45434877,0.49234784
MFSD4,MFSD4,28,8,0.0015233185,0.30949163,0.059352748
NUCKS1,NUCKS1,2025,481,0.10006008,0.2958316,0.018521266
RAB7L1,RAB7L1,1362,231,0.06319999,0.26525655,-0.07287113
SLC41A1,SLC41A1,81,29,0.0042741224,0.2458099,-0.13099949
C1orf186,C1orf186,35,5,0.0017442273,0.22340597,-0.19796747
RASSF5,RASSF5,3940,497,0.1671943,0.24096936,-0.14546843
EIF2D,EIF2D,445,144,0.023211172,0.27862108,-0.03292299
IL10,IL10,624,4,0.031473894,1.1445954,2.5555766
IL24,IL24,26,13,0.0025780906,1.175677,2.648483
FAIM3,FAIM3,2201,561,0.11868331,0.45588136,0.49692893
YOD1,YOD1,79,5,0.0030731137,0.26751873,-0.066109225
PFKFB2,PFKFB2,21,3,0.00092485617,0.29717466,0.022535864
CD55,CD55,5411,549,0.250757,0.5553766,0.037639223
CR2,CR2,14,10,0.001153,0.27062613,-0.05682084
CR1,CR1,26,45,0.003934622,2.0863702,5.3706527
CD46,CD46,1814,273,0.07838122,0.3330393,0.12973954
RP1-28O10.1,RP1-28O10.1,26,7,0.0021738983,2.4940102,6.5891366
G0S2,G0S2,753,185,0.089707226,2.3224716,6.0763874
TRAF3IP3,TRAF3IP3,3227,1296,0.20079337,0.9117131,1.8594639
DIEXF,DIEXF,304,50,0.016010692,0.3359842,0.13854216
PPP2R5A,PPP2R5A,942,159,0.042209003,0.27241153,-0.05148408
NENF,NENF,3072,400,0.12986356,0.26800695,-0.06464987
TATDN3,TATDN3,717,95,0.032370288,0.27309352,-0.04944551
FLVCR1-AS1,FLVCR1-AS1,165,19,0.006353029,0.29350287,0.011560435
FLVCR1,FLVCR1,127,20,0.005603178,0.30219653,0.03754683
ANGEL2,ANGEL2,549,80,0.02436143,0.30659437,0.050692488
CENPF,CENPF,282,8,0.01087263,0.42820522,0.41420168
GPATCH2,GPATCH2,407,54,0.019594098,0.3457798,0.16782238
RRP15,RRP15,493,78,0.024236903,0.30602843,0.049000807
LYPLAL1,LYPLAL1,1184,110,0.05280571,0.23097916,-0.17533031
EPRS,EPRS,1435,195,0.067476675,0.4175494,0.38235018
BPNT1,BPNT1,286,52,0.012259635,0.23958996,-0.14959161
IARS2,IARS2,772,114,0.032603458,0.3926708,0.30798513
RAB3GAP2,RAB3GAP2,441,84,0.02144461,0.6223111,0.9944071
C1orf115,C1orf115,14,3,0.00067984883,0.24785654,-0.12488182
MARC2,MARC2,23,8,0.0014491156,0.3141749,0.073351555
DUSP10,DUSP10,1788,60,0.072290994,0.528514,0.7140365
RP11-378J18.3,RP11-378J18.3,33,5,0.002610658,2.0879598,5.375404
MIA3,MIA3,2184,115,0.08878335,0.2674569,-0.06629407
AIDA,AIDA,684,49,0.026955556,0.2321361,-0.17187208
FAM177B,FAM177B,64,17,0.0030632443,0.24438639,-0.13525452
SUSD4,SUSD4,48,18,0.0027229849,0.27956048,-0.030115018
TP53BP2,TP53BP2,529,34,0.021592446,0.24674195,-0.12821347
RP11-504P24.8,RP11-504P24.8,9,6,0.00067492435,0.21910231,-0.21083163
DEGS1,DEGS1,2704,359,0.116922475,0.30581623,0.04836654
NVL,NVL,306,44,0.014009681,0.30177382,0.03628328
CNIH4,CNIH4,3631,218,0.15259956,0.49383414,0.6103743
LBR,LBR,2116,260,0.0934492,0.84565914,1.6620207
SRP9,SRP9,6998,890,0.3044185,0.7494948,0.57085264
PYCR2,PYCR2,1653,250,0.07435234,0.31308287,0.07008739
SDE2,SDE2,555,59,0.024438102,0.26228857,-0.081742786
H3F3A,H3F3A,2433,1032,0.1445574,0.28762943,-0.005995976
ACBD3,ACBD3,397,58,0.017893136,0.76181674,1.4114059
LIN9,LIN9,102,13,0.003914997,0.21524414,-0.22236413
PARP1,PARP1,2992,311,0.14095762,1.0737708,2.3438733
ITPKB,ITPKB,319,106,0.017412081,0.36583984,0.22778419
ITPKB-AS1,ITPKB-AS1,19,3,0.000535971,0.30780056,0.05429793
ADCK3,ADCK3,682,113,0.030373946,0.22662716,-0.18833897
SNAP47,SNAP47,586,103,0.029353445,1.4498656,3.468065
C1orf35,C1orf35,1182,178,0.055179816,0.9621035,2.0100865
MRPL55,MRPL55,2023,472,0.095031634,0.2403188,-0.14741302
IBA57,IBA57,153,28,0.007514876,0.25773185,-0.09536335
OBSCN,OBSCN,7,21,0.0013575677,0.8891276,1.7919531
TRIM11,TRIM11,544,103,0.02413108,0.23102069,-0.17520617
RNF187,RNF187,1212,384,0.06549145,0.8422953,1.6519659
RAB4A,RAB4A,1698,325,0.075796805,0.38720873,0.2916583
URB2,URB2,107,13,0.0047145076,0.38859344,0.29579738
GALNT2,GALNT2,618,71,0.026925383,0.2686732,-0.06265834
COG2,COG2,490,109,0.022747088,0.23731723,-0.15638506
ARV1,ARV1,558,95,0.025354622,0.25883758,-0.092058204
C1orf131,C1orf131,1426,194,0.061567903,0.26774377,-0.06543656
GNPAT,GNPAT,917,167,0.04137602,0.6278417,1.0109388
SPRTN,SPRTN,874,98,0.037753474,0.48118103,0.5725526
EGLN1,EGLN1,548,127,0.025960714,0.2861606,-0.010386504
TSNAX,TSNAX,1120,263,0.0554595,0.2739647,-0.046841446
NTPCR,NTPCR,801,117,0.035261437,0.44826528,0.4741636
RP5-827C21.4,RP5-827C21.4,295,69,0.01453307,0.580354,0.86899227
COA6,COA6,3853,234,0.16071078,0.3384567,0.14593272
TARBP1,TARBP1,1935,105,0.0946668,0.63964504,1.0462203
IRF2BP2,IRF2BP2,1653,288,0.07684696,0.2773434,-0.036742143
RP4-781K5.2,RP4-781K5.2,5,4,0.0005973713,0.6230704,0.99667674
TOMM20,TOMM20,2757,720,0.13562423,0.22241439,-0.20093141
RBM34,RBM34,412,49,0.0178103,0.34034345,0.15157245
ARID4B,ARID4B,5122,415,0.22318664,0.47961733,0.56787854
GGPS1,GGPS1,2189,234,0.093757205,0.31846467,0.086174205
B3GALNT2,B3GALNT2,163,14,0.007456877,0.69348806,1.2071635
LYST,LYST,2129,333,0.09455219,0.27531862,-0.04279442
GPR137B,GPR137B,2092,67,0.087577626,0.35913885,0.20775414
LGALS8,LGALS8,1353,176,0.062113684,0.3086761,0.056915
LGALS8-AS1,LGALS8-AS1,22,3,0.0014531045,1.1975358,2.7138214
RP11-385F5.5,RP11-385F5.5,7,6,0.0007355741,0.8725723,1.7424674
HEATR1,HEATR1,238,43,0.01156476,0.22553955,-0.19158995
MTR,MTR,282,44,0.01288731,0.23764259,-0.15541254
GREM2,GREM2,29,5,0.0017730442,0.29720086,0.022614168
FH,FH,743,150,0.035491325,0.8244039,1.5984863
OPN3,OPN3,560,112,0.027309556,0.25936234,-0.09048963
SDCCAG8,SDCCAG8,1149,157,0.049993843,0.41791043,0.38342932
ZBTB18,ZBTB18,145,23,0.006460925,0.23456632,-0.16460788
ADSS,ADSS,2605,271,0.111406706,0.44676802,0.46968806
HNRNPU-AS1,HNRNPU-AS1,229,41,0.009977195,0.24044047,-0.14704932
SMYD3,SMYD3,152,114,0.011092288,0.21449843,-0.22459316
CNST,CNST,436,112,0.020708293,0.24115445,-0.14491518
SCCPDH,SCCPDH,417,136,0.022651216,0.56842387,0.83333176
ZNF669,ZNF669,245,42,0.011721056,1.1131784,2.4616673
ZNF124,ZNF124,269,33,0.012327062,0.43046635,0.4209605
PGBD2,PGBD2,408,59,0.01610213,0.2456942,-0.1313453
SH3YL1,SH3YL1,845,266,0.045875143,0.25283226,-0.1100088
ACP1,ACP1,4657,634,0.21503492,0.7665607,1.4255861
TMEM18,TMEM18,1277,181,0.05648758,0.46048456,0.5106884
TSSC1,TSSC1,689,154,0.035247076,0.6616764,1.1120746
TRAPPC12-AS1,TRAPPC12-AS1,37,12,0.001853496,0.31781292,0.08422605
ADI1,ADI1,1975,428,0.09526895,0.51196516,0.66457003
AC142528.1,AC142528.1,105,11,0.00441442,0.21857226,-0.21241601
RNASEH1-AS1,RNASEH1-AS1,273,58,0.012851029,0.29645544,0.020386033
CMPK2,CMPK2,6010,166,0.29730526,0.5484063,0.018492898
RSAD2,RSAD2,9162,151,0.9594035,1.9246941,0.9974695
RNF144A,RNF144A,57,30,0.0035701895,0.22832297,-0.18326998
AC092580.4,AC092580.4,368,129,0.019070502,0.33130077,0.12454282
ID2,ID2,4091,1040,0.27803954,1.1206691,1.5904125
ITGB1BP1,ITGB1BP1,3184,441,0.13741753,0.35224482,0.18714708
TAF1B,TAF1B,687,61,0.028112832,0.30410185,0.04324206
KLF11,KLF11,250,63,0.011641274,0.51163626,0.6635869
RRM2,RRM2,9,12,0.0011691664,0.9208952,1.8869103
HPCAL1,HPCAL1,1586,374,0.07671771,0.27109796,-0.055410486
ODC1,ODC1,1366,275,0.072745,0.9324611,1.921482
NOL10,NOL10,525,69,0.023369296,0.35934836,0.20838039
ATP6V1C2,ATP6V1C2,50,11,0.0025589424,0.2453651,-0.13232905
LPIN1,LPIN1,633,160,0.036344506,1.1336884,2.5229745
NBAS,NBAS,290,50,0.012960885,0.23898704,-0.1513938
DDX1,DDX1,1280,167,0.05913118,0.79809463,1.5198448
FAM49A,FAM49A,1916,135,0.08403961,0.22156245,-0.20347798
SMC6,SMC6,1188,63,0.050037336,0.30619264,0.049491655
GEN1,GEN1,88,4,0.0037556246,0.2872829,-0.0070317397
RDH14,RDH14,2651,222,0.10923438,0.56804967,0.8322132
WDR35,WDR35,65,10,0.0034247465,0.22429864,-0.19529916
PUM2,PUM2,429,73,0.019206706,0.3133413,0.07085982
RHOB,RHOB,271,346,0.027400963,0.41233712,0.36677006
C2orf43,C2orf43,131,42,0.0069582253,0.25352302,-0.10794404
C2orf44,C2orf44,116,6,0.0045317113,0.26537642,-0.07251284
FAM228B,FAM228B,235,68,0.010563484,0.31664985,0.08074951
ITSN2,ITSN2,2324,264,0.10033097,0.6135625,0.96825653
PTRHD1,PTRHD1,1758,352,0.081754245,0.3113668,0.06495783
DNAJC27,DNAJC27,139,5,0.0055498374,0.27351147,-0.048196215
DNMT3A,DNMT3A,202,60,0.010814643,0.5454811,0.7647531
ASXL2,ASXL2,383,72,0.018118022,0.62046784,0.9888974
KIF3C,KIF3C,25,7,0.0023068616,2.706659,7.224769
HADHB,HADHB,1880,382,0.08749462,0.28329054,-0.01896543
CENPA,CENPA,12,5,0.0006663814,0.24285546,-0.13983065
KHK,KHK,75,28,0.0040075686,0.30558687,0.04768096
PREB,PREB,901,137,0.041107826,0.2286657,-0.18224554
ATRAID,ATRAID,4557,740,0.20550805,0.5448303,0.7628079
MPV17,MPV17,824,169,0.042141024,0.6708044,1.1393592
GTF3C2,GTF3C2,220,47,0.010737291,0.37300426,0.24919948
EIF2B4,EIF2B4,565,86,0.02573067,0.40009215,0.3301684
SNX17,SNX17,2833,590,0.13697901,0.5998974,0.9274098
PPM1G,PPM1G,2356,434,0.10838518,0.32942012,0.11892135
CCDC121,CCDC121,19,6,0.0011050063,0.3011143,0.03431188
GPN1,GPN1,1366,146,0.062023755,0.45824814,0.5040035
BRE,BRE,1103,196,0.053030893,0.35963327,0.20923202
PPP1CB,PPP1CB,2545,207,0.108490005,0.38974887,0.2992511
WDR43,WDR43,938,100,0.045298263,0.28273982,-0.02061159
FAM179A,FAM179A,33,6,0.0013818105,0.35168377,0.18547001
YPEL5,YPEL5,6748,902,0.32487395,0.7498456,0.5718163
LBH,LBH,4214,451,0.18619695,0.5765593,0.85764956
LCLAT1,LCLAT1,113,45,0.0064466437,0.2136734,-0.22705927
DPY30,DPY30,2551,408,0.118732974,0.628532,1.013002
RP11-563N4.1,RP11-563N4.1,51,21,0.0028650921,0.448507,0.47488612
SLC30A6,SLC30A6,159,21,0.008070816,0.23132807,-0.17428738
TTC27,TTC27,314,61,0.015249197,0.24687086,-0.12782814
FAM98A,FAM98A,458,35,0.021001793,1.6797376,4.1551795
GPATCH11,GPATCH11,220,33,0.009852473,0.21972346,-0.20897491
EIF2AK2,EIF2AK2,7797,295,0.37173414,0.52463937,-0.046791285
CEBPZ-AS1,CEBPZ-AS1,1061,197,0.04844163,0.21857639,-0.21240367
CEBPZ,CEBPZ,2007,179,0.08993333,0.3349717,0.13551566
NDUFAF7,NDUFAF7,370,68,0.018319566,0.4409251,0.45222288
PRKD3,PRKD3,695,69,0.027447099,0.26672438,-0.068483636
